"","country","year","region","continent","population","infant_mortality","fertility","gdp","life_expectancy"
"6795","Portugal",1996,"Southern Europe","Europe",10119985,7,1.48,98806759496,75.5
"6798","Romania",1996,"Eastern Europe","Europe",22804526,26.7,1.32,41086280751,69.1
"6799","Russia",1996,"Eastern Europe","Europe",148078355,22,1.27,231080825610,65.7
"6800","Rwanda",1996,"Eastern Africa","Africa",6097688,120.3,6.23,1203713148,44.6
"6801","St. Lucia",1996,"Caribbean","Americas",148962,16.5,2.76,659732321.6,71.2
"6802","St. Vincent and the Grenadines",1996,"Caribbean","Americas",108078,19.1,2.64,313887517.3,69.4
"6803","Samoa",1996,"Polynesia","Oceania",171276,21.1,4.69,217381536.9,70.2
"6804","Saudi Arabia",1996,"Western Asia","Asia",19331311,23.4,4.8,171615358357,75.8
"6805","Senegal",1996,"Western Africa","Africa",8939438,71.2,5.94,3914628506,58.8
"6806","Serbia",1996,"Southern Europe","Europe",9851958,15.1,1.8,5865195204,71.9
"6807","Seychelles",1996,"Eastern Africa","Africa",77678,12.3,2.28,477017316.8,69.9
"6808","Sierra Leone",1996,"Western Africa","Africa",3833053,152,6.15,807510834.3,51.9
"6809","Singapore",1996,"South-Eastern Asia","Asia",3570080,3.9,1.66,78033678182,76.7
"6810","Slovak Republic",1996,"Eastern Europe","Europe",5372115,12,1.54,25987692368,72.8
"6811","Slovenia",1996,"Southern Europe","Europe",1989042,5.8,1.27,16745318458,75
"6812","Solomon Islands",1996,"Melanesia","Oceania",369438,28.7,5.08,508352106.9,61.4
"6813","South Africa",1996,"Southern Africa","Africa",42210216,49.4,3.04,120799393016,61.6
"6814","Spain",1996,"Southern Europe","Europe",39878881,6.4,1.2,486055114049,78.1
"6815","Sri Lanka",1996,"Southern Asia","Asia",18373530,16.7,2.27,13259019496,71.3
"6816","Sudan",1996,"Northern Africa","Africa",25466387,73.6,5.75,9595511990,60.6
"6817","Suriname",1996,"South America","Americas",453653,34.3,2.72,838686013.9,70.2
"6818","Swaziland",1996,"Southern Africa","Africa",984506,72.5,4.71,1375533130,57.1
"6819","Sweden",1996,"Northern Europe","Europe",8849420,3.8,1.6,211330470498,79.1
"6820","Switzerland",1996,"Western Europe","Europe",7059633,5,1.5,227312869349,79.1
"6821","Syria",1996,"Western Asia","Asia",14736209,23.6,4.39,18016438706,73.1
"6822","Tajikistan",1996,"Central Asia","Asia",5862224,90.4,4.46,715516620.3,63.3
"6823","Tanzania",1996,"Eastern Africa","Africa",30733937,93.8,5.83,8623618943,53.8
"6824","Thailand",1996,"South-Eastern Asia","Asia",59878955,22.7,1.82,127087651039,70.6
"6826","Togo",1996,"Western Africa","Africa",4392941,82.8,5.62,1139069514,57.3
"6827","Tonga",1996,"Polynesia","Oceania",96174,15.9,4.39,171231690,69.7
"6828","Trinidad and Tobago",1996,"Caribbean","Americas",1258365,25.5,1.9,6649611423,69.3
"6829","Tunisia",1996,"Northern Africa","Africa",9256036,33.9,2.52,17546172836,73.4
"6830","Turkey",1996,"Western Asia","Asia",59451488,40.8,2.66,234733120142,70.6
"6831","Turkmenistan",1996,"Central Asia","Asia",4267690,71.2,3.33,2222221826,63.2
"6832","Uganda",1996,"Eastern Africa","Africa",21041468,99.6,6.99,5040139594,48.2
"6833","Ukraine",1996,"Eastern Europe","Europe",50489566,17.5,1.33,31084432984,66.7
"6834","United Arab Emirates",1996,"Western Asia","Asia",2467726,10.8,3.22,84297347541,72.1
"6835","United Kingdom",1996,"Northern Europe","Europe",58079322,5.9,1.74,1237061020916,76.9
"6836","United States",1996,"Northern America","Americas",269483224,7.7,1.98,8304875052204,76.3
"6837","Uruguay",1996,"South America","Americas",3248039,17.5,2.36,20918492779,73.5
"6838","Uzbekistan",1996,"Central Asia","Asia",23087174,56.8,3.3,11583733120,66.7
"6839","Vanuatu",1996,"Melanesia","Oceania",171802,24.9,4.68,233901904.9,62.4
"6840","Venezuela",1996,"South America","Americas",22649212,21.5,3.02,112628137002,73.1
"6841","West Bank and Gaza",1996,"Western Asia","Asia",2742127,28.3,6.11,3171895902,74
"6842","Vietnam",1996,"South-Eastern Asia","Asia",76375677,29.9,2.48,24357110075,70.9
"6843","Yemen",1996,"Western Asia","Asia",15834747,78.2,7.31,7839515921,60.7
"6844","Zambia",1996,"Eastern Africa","Africa",9502346,106.1,6.18,3016243929,46.3
"6845","Zimbabwe",1996,"Eastern Africa","Africa",11877664,61.6,4.33,6586303610,54.4
"6846","Albania",1997,"Southern Europe","Europe",3092471,26.8,2.61,2768986763,74.1
"6847","Algeria",1997,"Northern Africa","Africa",29887717,35.1,2.99,49427476044,72.4
"6848","Angola",1997,"Middle Africa","Africa",13801868,131.5,6.95,8037220379,51.7
"6849","Antigua and Barbuda",1997,"Caribbean","Americas",72232,16.2,2.28,727449920.1,73.9
"6850","Argentina",1997,"South America","Americas",35833965,19.6,2.66,285509269184,73.6
"6851","Armenia",1997,"Western Asia","Asia",3137652,30.6,1.7,1628518751,70
"6853","Australia",1997,"Australia and New Zealand","Oceania",18512971,5.4,1.78,364642406351,78.8
"6854","Austria",1997,"Western Europe","Europe",8015256,5,1.39,172415724530,77.6
"6855","Azerbaijan",1997,"Western Asia","Asia",7921789,71.2,2.3,4017123802,65.3
"6856","Bahamas",1997,"Caribbean","Americas",286968,14.1,2.36,5414971797,70.2
"6857","Bahrain",1997,"Western Asia","Asia",597834,13.1,2.93,6925696587,73.8
"6858","Bangladesh",1997,"Southern Asia","Asia",123574107,74,3.47,40308326777,63.2
"6859","Barbados",1997,"Caribbean","Americas",266944,14,1.74,2341534923,73.9
"6860","Belarus",1997,"Eastern Europe","Europe",10091181,14.2,1.34,10740556071,68
"6861","Belgium",1997,"Western Europe","Europe",10201758,5.5,1.61,212661589175,77.4
"6862","Belize",1997,"Central America","Americas",221608,23.3,3.91,652278360.6,69.7
"6863","Benin",1997,"Western Africa","Africa",6361301,94.2,6.21,1947193116,56.9
"6864","Bhutan",1997,"Southern Asia","Asia",520917,68.4,4.21,352689439.7,65.1
"6865","Bolivia",1997,"South America","Americas",7870860,66.8,4.39,7766956761,65.6
"6866","Bosnia and Herzegovina",1997,"Southern Europe","Europe",3779354,10.1,1.5,4119212034,74.4
"6867","Botswana",1997,"Southern Africa","Africa",1645846,51.3,3.75,4578731951,52.9
"6868","Brazil",1997,"South America","Americas",167893835,34.8,2.45,616293863303,69.6
"6869","Brunei",1997,"South-Eastern Asia","Asia",309746,7.9,2.68,5693877966,75.2
"6870","Bulgaria",1997,"Eastern Europe","Europe",8199923,19.4,1.23,11414698748,70.6
"6871","Burkina Faso",1997,"Western Africa","Africa",10665781,99.4,6.75,2224320361,51.6
"6872","Burundi",1997,"Eastern Africa","Africa",6420397,100,7.22,812554631.9,45
"6873","Cambodia",1997,"South-Eastern Asia","Asia",11338733,88.2,4.24,2858784408,58.7
"6874","Cameroon",1997,"Middle Africa","Africa",14709961,94.7,5.82,8817647112,55.5
"6875","Canada",1997,"Northern America","Americas",29871092,5.4,1.57,627065699653,78.6
"6876","Cape Verde",1997,"Western Africa","Africa",409805,38.8,4.22,414523320.5,68.2
"6877","Central African Republic",1997,"Middle Africa","Africa",3497910,115.1,5.55,864616592,45.9
"6878","Chad",1997,"Middle Africa","Africa",7494143,109.1,7.42,1315502297,52.5
"6879","Chile",1997,"South America","Americas",14594070,10.2,2.25,70261111897,76.2
"6880","China",1997,"Eastern Asia","Asia",1247259143,35,1.52,953166216214,69.1
"6881","Colombia",1997,"South America","Americas",38645409,23.4,2.78,99764734772,72.8
"6882","Comoros",1997,"Eastern Africa","Africa",506525,74.5,5.27,192846418.2,59.4
"6883","Congo, Dem. Rep.",1997,"Middle Africa","Africa",44558347,112.5,7.23,4910983356,53.2
"6884","Congo, Rep.",1997,"Middle Africa","Africa",2873638,73.5,5.14,2962726524,46.3
"6885","Costa Rica",1997,"Central America","Americas",3682725,12.7,2.62,13352898208,77
"6886","Cote d'Ivoire",1997,"Western Africa","Africa",15296390,103.3,5.63,10165236491,52.3
"6887","Croatia",1997,"Southern Europe","Europe",4532298,8,1.51,20552256735,73.4
"6888","Cuba",1997,"Caribbean","Americas",11000431,7.8,1.61,27133256342,75.4
"6889","Cyprus",1997,"Western Asia","Asia",890733,6.9,1.95,8051748059,77.1
"6890","Czech Republic",1997,"Eastern Europe","Europe",10313836,7.2,1.23,55643759659,74.2
"6891","Denmark",1997,"Northern Europe","Europe",5276683,5,1.75,147577647548,76.2
"6892","Djibouti",1997,"Eastern Africa","Africa",685644,83.9,4.95,536706216.9,60.1
"6893","Dominican Republic",1997,"Caribbean","Americas",8163474,36.4,3.01,19888424784,72.9
"6894","Ecuador",1997,"South America","Americas",11924991,32.1,3.21,16207108486,72.7
"6895","Egypt",1997,"Northern Africa","Africa",64754566,44,3.51,85835423038,68.2
"6896","El Salvador",1997,"Central America","Americas",5692300,31.8,3.32,11979528543,70.8
"6897","Equatorial Guinea",1997,"Middle Africa","Africa",479836,112.1,5.87,640931532.3,50.3
"6898","Eritrea",1997,"Eastern Africa","Africa",3260612,67.2,6.16,716486235.6,59
"6899","Estonia",1997,"Northern Europe","Europe",1409718,11.1,1.34,4856828570,70
"6900","Ethiopia",1997,"Eastern Africa","Africa",60893264,98.7,6.86,7595359798,50.6
"6901","Fiji",1997,"Melanesia","Oceania",792859,21.5,3.21,1554456345,64.1
"6902","Finland",1997,"Northern Europe","Europe",5140755,3.9,1.75,105957250783,77.1
"6903","France",1997,"Western Europe","Europe",58652709,4.8,1.75,1198016965930,78.7
"6905","Gabon",1997,"Middle Africa","Africa",1143838,57.3,4.81,5481106515,59.9
"6906","Gambia",1997,"Western Africa","Africa",1126786,67.7,6,677104255.1,63.1
"6907","Georgia",1997,"Western Asia","Asia",4921287,35.9,1.75,2830633310,71.3
"6908","Germany",1997,"Western Europe","Europe",81993831,4.8,1.33,1763970829551,77.3
"6909","Ghana",1997,"Western Africa","Africa",17568583,69.8,4.87,4391195243,59.8
"6910","Greece",1997,"Southern Europe","Europe",10798190,8.3,1.29,111401606432,78.1
"6912","Grenada",1997,"Caribbean","Americas",101125,14.3,2.87,393545720.3,70.8
"6913","Guatemala",1997,"Central America","Americas",10871786,44.7,5.06,17076202966,67.7
"6914","Guinea",1997,"Western Africa","Africa",8331366,114.7,6.16,2783956471,54
"6915","Guinea-Bissau",1997,"Western Africa","Africa",1233520,116.2,6.12,258583808.5,52.8
"6916","Guyana",1997,"South America","Americas",733854,39.6,2.52,713973227.7,64.3
"6917","Haiti",1997,"Caribbean","Americas",8111954,82.4,4.67,3461447155,57
"6918","Honduras",1997,"Central America","Americas",5855946,34.3,4.37,6655596595,70.2
"6920","Hungary",1997,"Eastern Europe","Europe",10311227,11.1,1.43,41438134545,70.9
"6921","Iceland",1997,"Northern Europe","Europe",272798,3.7,2.07,7533020281,79.6
"6922","India",1997,"Southern Asia","Asia",997817250,73.1,3.33,396405566741,60.5
"6923","Indonesia",1997,"South-Eastern Asia","Asia",202853850,46.7,2.58,179627234868,66.7
"6924","Iran",1997,"Southern Asia","Asia",62426086,33.2,2.72,91983567240,70.3
"6925","Iraq",1997,"Western Asia","Asia",21519356,37.6,5.23,16060664606,65.2
"6927","Israel",1997,"Western Asia","Asia",5630066,6.4,2.93,106229768318,77.9
"6928","Italy",1997,"Southern Europe","Europe",57044614,5.6,1.22,1034874048284,78.7
"6929","Jamaica",1997,"Caribbean","Americas",2535443,20.5,2.68,9048820737,74.4
"6930","Japan",1997,"Eastern Asia","Asia",125048424,3.8,1.37,4730755379022,80.4
"6931","Jordan",1997,"Western Asia","Asia",4545248,24.9,4.4,7623330035,72.8
"6932","Kazakhstan",1997,"Central Asia","Asia",15465649,42.7,2.05,16535570333,63.9
"6933","Kenya",1997,"Eastern Africa","Africa",28842245,71.1,5.1,11938535016,56.7
"6934","Kiribati",1997,"Micronesia","Oceania",80190,57.5,4.24,56550586.77,59.4
"6935","South Korea",1997,"Eastern Asia","Asia",45283939,4.5,1.54,482107173876,74.9
"6936","Kuwait",1997,"Western Asia","Asia",1686256,11.9,2.79,35387075587,76.2
"6937","Kyrgyz Republic",1997,"Central Asia","Asia",4734761,47.5,3.04,1227326823,65.3
"6938","Lao",1997,"South-Eastern Asia","Asia",5068658,91.5,4.92,1466704070,54.4
"6939","Latvia",1997,"Northern Europe","Europe",2434628,18.1,1.22,6682110470,69.3
"6940","Lebanon",1997,"Western Asia","Asia",3092684,19.9,2.47,16515619831,74.4
"6941","Lesotho",1997,"Southern Africa","Africa",1801695,80.5,4.39,666637145.2,56.6
"6942","Liberia",1997,"Western Africa","Africa",2365290,145.2,6.06,264047233.5,53.8
"6944","Lithuania",1997,"Northern Europe","Europe",3574014,11,1.5,10400885250,71.1
"6945","Luxembourg",1997,"Western Europe","Europe",419974,4.6,1.72,16189489178,77.4
"6947","Macedonia, FYR",1997,"Southern Europe","Europe",1969345,17.5,1.85,3180668432,72.3
"6948","Madagascar",1997,"Eastern Africa","Africa",14329239,80,5.84,3402802283,58
"6949","Malawi",1997,"Eastern Africa","Africa",10260421,117.1,6.41,1603322832,45.8
"6950","Malaysia",1997,"South-Eastern Asia","Asia",21808125,10.7,3.19,87623563754,72.8
"6951","Maldives",1997,"Southern Asia","Asia",265067,46.7,4.02,506194042,70.8
"6952","Mali",1997,"Western Africa","Africa",10168000,122.6,6.9,2074106419,52.2
"6953","Malta",1997,"Southern Europe","Europe",378789,7.6,1.82,3366850884,78.8
"6954","Mauritania",1997,"Western Africa","Africa",2476188,76.3,5.57,1154053268,62
"6955","Mauritius",1997,"Eastern Africa","Africa",1154137,19.8,2.07,3861781830,70.7
"6956","Mexico",1997,"Central America","Americas",97925825,25.8,2.83,500522064863,73.6
"6957","Micronesia, Fed. Sts.",1997,"Micronesia","Oceania",108506,43.6,4.54,214180760.2,65.9
"6958","Moldova",1997,"Eastern Europe","Europe",4284931,30.8,1.73,1397150059,67.9
"6959","Mongolia",1997,"Eastern Asia","Asia",2335694,56.6,2.43,1055285084,61.9
"6960","Montenegro",1997,"Southern Europe","Europe",618192,13.5,1.82,1004514318,73.3
"6961","Morocco",1997,"Northern Africa","Africa",27934014,47.7,3.03,33670529277,70.4
"6962","Mozambique",1997,"Eastern Africa","Africa",16872896,132.7,5.88,3508986383,52.5
"6963","Namibia",1997,"Southern Africa","Africa",1758097,48.4,4.35,3537064383,58.1
"6964","Nepal",1997,"Southern Asia","Asia",22395247,69.6,4.47,4809777106,63.4
"6965","Netherlands",1997,"Western Europe","Europe",15636131,5.3,1.56,340535469587,77.9
"6967","New Zealand",1997,"Australia and New Zealand","Oceania",3752102,6.6,2.05,47605110083,77.6
"6968","Nicaragua",1997,"Central America","Americas",4786641,37.6,3.7,3406249572,75
"6969","Niger",1997,"Western Africa","Africa",10058960,111.3,7.77,1661358428,50.6
"6970","Nigeria",1997,"Western Africa","Africa",113975055,119.9,6.19,42356651292,55
"6971","Norway",1997,"Northern Europe","Europe",4412958,4.2,1.86,155575832146,78.3
"6972","Oman",1997,"Western Asia","Asia",2227596,17.7,4.63,18387433053,74.5
"6973","Pakistan",1997,"Southern Asia","Asia",128845692,93.3,5.04,66724545016,61.8
"6974","Panama",1997,"Central America","Americas",2852739,23,2.87,10142248213,75.6
"6975","Papua New Guinea",1997,"Melanesia","Oceania",4969116,59.9,4.63,3684530642,57.2
"6976","Paraguay",1997,"South America","Americas",4980346,30.1,3.92,7383288950,74.2
"6977","Peru",1997,"South America","Americas",24827409,36.9,3.14,51633902574,72.4
"6978","Philippines",1997,"South-Eastern Asia","Asia",73042605,31.8,3.92,75719586808,69
"6979","Poland",1997,"Eastern Europe","Europe",38583109,10.4,1.52,149709629670,72.7
"6980","Portugal",1997,"Southern Europe","Europe",10159662,6.6,1.48,103161131029,75.8
"6983","Romania",1997,"Eastern Europe","Europe",22633398,26,1.3,38578877726,69.1
"6984","Russia",1997,"Eastern Europe","Europe",147772805,21.6,1.22,234315957168,67
"6985","Rwanda",1997,"Eastern Africa","Africa",6506118,121.7,6.16,1370424439,44
"6986","St. Lucia",1997,"Caribbean","Americas",150994,16.1,2.64,662395345.8,71.5
"6987","St. Vincent and the Grenadines",1997,"Caribbean","Americas",108001,19.1,2.58,355555287.1,69.7
"6988","Samoa",1997,"Polynesia","Oceania",172191,20.4,4.64,219128135.9,70.4
"6989","Saudi Arabia",1997,"Western Asia","Asia",19809633,22.1,4.59,176064764661,76
"6990","Senegal",1997,"Western Africa","Africa",9163184,71.2,5.84,4036922805,58.9
"6991","Serbia",1997,"Southern Europe","Europe",9775008,13.3,1.76,6457579920,72.1
"6992","Seychelles",1997,"Eastern Africa","Africa",78474,12.2,2.22,534076017.1,70.1
"6993","Sierra Leone",1997,"Western Africa","Africa",3843472,150.1,6.1,672333654.1,51.3
"6994","Singapore",1997,"South-Eastern Asia","Asia",3653151,3.8,1.61,84672375059,77.2
"6995","Slovak Republic",1997,"Eastern Europe","Europe",5378490,11.6,1.46,27141951769,72.8
"6996","Slovenia",1997,"Southern Europe","Europe",1988077,5.4,1.25,17575439822,75.2
"6997","Solomon Islands",1997,"Melanesia","Oceania",379859,28.3,4.97,501033494.6,61.5
"6998","South Africa",1997,"Southern Africa","Africa",42921506,50.9,2.98,123996668249,60
"6999","Spain",1997,"Southern Europe","Europe",39996221,6.1,1.2,504859099130,78.6
"7000","Sri Lanka",1997,"Southern Asia","Asia",18478024,16,2.25,14108314847,71.4
"7001","Sudan",1997,"Northern Africa","Africa",26149124,72.3,5.67,10609444484,60.8
"7002","Suriname",1997,"South America","Americas",461569,33.3,2.75,886795019.5,70.2
"7003","Swaziland",1997,"Southern Africa","Africa",1006760,76,4.56,1418213245,55.8
"7004","Sweden",1997,"Northern Europe","Europe",8859106,3.6,1.53,217054182928,79.4
"7005","Switzerland",1997,"Western Europe","Europe",7090176,4.9,1.49,232031125326,79.2
"7006","Syria",1997,"Western Asia","Asia",15151962,22.6,4.28,18340734602,73.4
"7007","Tajikistan",1997,"Central Asia","Asia",5936780,87,4.33,727680402.8,64.8
"7008","Tanzania",1997,"Eastern Africa","Africa",31533781,91.4,5.78,8927625501,53.8
"7009","Thailand",1997,"South-Eastern Asia","Asia",60544937,21.7,1.78,125344804675,70.5
"7011","Togo",1997,"Western Africa","Africa",4506465,81.2,5.52,1302837839,56.9
"7012","Tonga",1997,"Polynesia","Oceania",96526,15.7,4.34,171006374.9,69.7
"7013","Trinidad and Tobago",1997,"Caribbean","Americas",1260677,25.5,1.84,6829447788,69.4
"7014","Tunisia",1997,"Northern Africa","Africa",9384151,31.9,2.39,18500850173,73.9
"7015","Turkey",1997,"Western Asia","Asia",60394104,38.5,2.61,252520406456,71.2
"7016","Turkmenistan",1997,"Central Asia","Asia",4335991,70.4,3.16,1971110760,63.2
"7017","Uganda",1997,"Eastern Africa","Africa",21679497,98.1,6.97,5297186807,48.5
"7018","Ukraine",1997,"Eastern Europe","Europe",50096497,17.4,1.26,30151899995,67.3
"7019","United Arab Emirates",1997,"Western Asia","Asia",2595220,10.5,3.05,91201636370,72.4
"7020","United Kingdom",1997,"Northern Europe","Europe",58263858,5.8,1.73,1313849464801,77.1
"7021","United States",1997,"Northern America","Americas",272882865,7.5,1.97,8679070823886,76.6
"7022","Uruguay",1997,"South America","Americas",3271014,16.8,2.33,22706539276,73.7
"7023","Uzbekistan",1997,"Central Asia","Asia",23474760,56,3.14,12186087242,66.9
"7024","Vanuatu",1997,"Melanesia","Oceania",175004,25.5,4.61,245394066.1,61.2
"7025","Venezuela",1997,"South America","Americas",23108003,20.8,2.97,119803598482,73.6
"7026","West Bank and Gaza",1997,"Western Asia","Asia",2871637,27.3,5.93,3573173158,74.2
"7027","Vietnam",1997,"South-Eastern Asia","Asia",77460429,28.9,2.31,26342722184,71.1
"7028","Yemen",1997,"Western Asia","Asia",16349809,76.5,7.05,8249609781,61.1
"7029","Zambia",1997,"Eastern Africa","Africa",9763742,104.6,6.15,3115744351,45.9
"7030","Zimbabwe",1997,"Eastern Africa","Africa",12059858,62.7,4.24,6762855657,52.8
"7031","Albania",1998,"Southern Europe","Europe",3102898,25.5,2.54,3120648082,74.2
"7032","Algeria",1998,"Northern Africa","Africa",30336880,34.7,2.79,51948279105,72.6
"7033","Angola",1998,"Middle Africa","Africa",14187710,130.6,6.91,8584134106,51.8
"7034","Antigua and Barbuda",1998,"Caribbean","Americas",74206,15.3,2.3,759513521.1,74.1
"7035","Argentina",1998,"South America","Americas",36241578,19.1,2.6,296501886736,73.8
"7036","Armenia",1998,"Western Asia","Asia",3112958,29.2,1.5,1747400619,70.5
"7038","Australia",1998,"Australia and New Zealand","Oceania",18709175,5.3,1.76,381363194312,79.2
