Book_ID	ISBN	Book-Title	Book-Author	Year-Of-Publication	Publisher	Image-URL-S	Image-URL-M	Image-URL-L
6405	0446346438	Cactus Flower	Shirl Henke	1988	Warner Books	http://images.amazon.com/images/P/0446346438.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0446346438.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0446346438.01.LZZZZZZZ.jpg	
6406	0373169299	At the Rancher's Bidding (Harlequin American Romance, No 929)	Charlotte Maclay	2002	Harlequin	http://images.amazon.com/images/P/0373169299.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0373169299.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0373169299.01.LZZZZZZZ.jpg	
6407	0821768441	Love to Love You Baby	Kasey Michaels	2001	Kensington Publishing Corporation	http://images.amazon.com/images/P/0821768441.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0821768441.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0821768441.01.LZZZZZZZ.jpg	
6408	0886777755	Olympus	Martin H. Greenberg	1998	Daw Books	http://images.amazon.com/images/P/0886777755.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0886777755.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0886777755.01.LZZZZZZZ.jpg	
6409	0717802418	Manifesto of the Communist Party	Karl Marx	1948	International Publishers	http://images.amazon.com/images/P/0717802418.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0717802418.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0717802418.01.LZZZZZZZ.jpg	
6410	1878257528	Stop! the Watch: A Book of Everyday, Ordinary, Anybody Olympics	Klutz Press	1993	Klutz Press	http://images.amazon.com/images/P/1878257528.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/1878257528.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/1878257528.01.LZZZZZZZ.jpg	
6411	0451191935	The Bachman Books: Rage, the Long Walk, Roadwork, the Running Man	Stephen King	1991	Signet Book	http://images.amazon.com/images/P/0451191935.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0451191935.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0451191935.01.LZZZZZZZ.jpg	
6412	067162248X	People Skills	Robert Bolton	1986	Touchstone	http://images.amazon.com/images/P/067162248X.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/067162248X.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/067162248X.01.LZZZZZZZ.jpg	
6413	1864502118	Lonely Planet Taiwan (Lonely Planet Taiwan)	Robert Storey	2001	Lonely Planet Publications	http://images.amazon.com/images/P/1864502118.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/1864502118.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/1864502118.01.LZZZZZZZ.jpg	
6414	0340802995	Chinese Language, Life and Culture (Teach Yourself S.)	Kenneth Wilkinson	2002	Hodder Arnold Teach Yourself	http://images.amazon.com/images/P/0340802995.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0340802995.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0340802995.01.LZZZZZZZ.jpg	
6415	0330334360	Essays in Love/a Novel	Alain De Botton	1995	Macmillan Pub Ltd	http://images.amazon.com/images/P/0330334360.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0330334360.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0330334360.01.LZZZZZZZ.jpg	
6416	0803959907	Intercultural Interactions : A Practical Guide (Cross Cultural Research and Methodology)	Kenneth Cushner	1995	SAGE Publications	http://images.amazon.com/images/P/0803959907.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0803959907.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0803959907.01.LZZZZZZZ.jpg	
6417	0060997028	Life Is Elsewhere	Milan Kundera	2000	Perennial	http://images.amazon.com/images/P/0060997028.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0060997028.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0060997028.01.LZZZZZZZ.jpg	
6418	0375757325	Robinson Crusoe (Modern Library Classics)	Daniel Defoe	2001	Modern Library	http://images.amazon.com/images/P/0375757325.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0375757325.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0375757325.01.LZZZZZZZ.jpg	
6419	0451525914	Women in Love	D. H. Lawrence	1995	Signet Classics	http://images.amazon.com/images/P/0451525914.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0451525914.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0451525914.01.LZZZZZZZ.jpg	
6420	0743455967	On Writing	Stephen King	2002	Pocket	http://images.amazon.com/images/P/0743455967.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0743455967.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0743455967.01.LZZZZZZZ.jpg	
6421	0679758941	Nonzero: The Logic of Human Destiny (Vintage)	Robert Wright	2001	Vintage Books USA	http://images.amazon.com/images/P/0679758941.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0679758941.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0679758941.01.LZZZZZZZ.jpg	
6422	0688164080	The KGB Bar Reader	Ken Foster	1998	Quill Press	http://images.amazon.com/images/P/0688164080.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0688164080.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0688164080.01.LZZZZZZZ.jpg	
6423	0194315193	THE GOOD GRAMMAR BOOK: The Good Grammar Book with Answers	Michael Swan	2003	Oxford University Press	http://images.amazon.com/images/P/0194315193.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0194315193.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0194315193.01.LZZZZZZZ.jpg	
6424	0345453557	Vivian Lives	Sherrie Krantz	2003	Ballantine Books	http://images.amazon.com/images/P/0345453557.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0345453557.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0345453557.01.LZZZZZZZ.jpg	
6425	068483992X	MAKING YOUR OWN DAYS : THE PLEASURES OF READING AND WRITING POETRY	Kenneth Koch	1998	Scribner	http://images.amazon.com/images/P/068483992X.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/068483992X.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/068483992X.01.LZZZZZZZ.jpg	
6426	0874221501	Valley Walking: Notes on the Land (Northwest Voices Essay Series)	Robert Schnelle	1997	Washington State University	http://images.amazon.com/images/P/0874221501.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0874221501.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0874221501.01.LZZZZZZZ.jpg	
6427	1580420079	Whiz Kids Teach Chess	Eric Schiller	1998	Cardoza	http://images.amazon.com/images/P/1580420079.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/1580420079.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/1580420079.01.LZZZZZZZ.jpg	
6428	030768993X	The Mother Goose Book (Golden Book for Early Childhood)	Nina Barbaresi	1982	Golden Press	http://images.amazon.com/images/P/030768993X.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/030768993X.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/030768993X.01.LZZZZZZZ.jpg	
6429	0886777550	Storm Breaking (The Mage Storms, Book 3)	Mercedes Lackey	1997	Daw Books	http://images.amazon.com/images/P/0886777550.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0886777550.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0886777550.01.LZZZZZZZ.jpg	
6430	0886776120	Winds of Fury (The Mage Winds, Book 3)	Mercedes Lackey	1994	Daw Books	http://images.amazon.com/images/P/0886776120.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0886776120.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0886776120.01.LZZZZZZZ.jpg	
6431	0886775639	Winds of Change (The Mage Winds, Book 2)	Mercedes Lackey	1994	Daw Books	http://images.amazon.com/images/P/0886775639.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0886775639.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0886775639.01.LZZZZZZZ.jpg	
6432	0886774632	By the Sword (Kerowyn's Tale)	Mercedes Lackey	1991	Daw Books	http://images.amazon.com/images/P/0886774632.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0886774632.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0886774632.01.LZZZZZZZ.jpg	
6433	0886775043	Horse Fantastic	Martin Harry Greenberg	1991	Daw Books	http://images.amazon.com/images/P/0886775043.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0886775043.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0886775043.01.LZZZZZZZ.jpg	
6434	0886774543	Oathbreakers (Vows and Honor, Book 2)	Mercedes Lackey	1995	Daw Books	http://images.amazon.com/images/P/0886774543.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0886774543.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0886774543.01.LZZZZZZZ.jpg	
6435	0886777739	Oathblood (Vows and Honor, Book 3)	Mercedes Lackey	1998	Daw Books	http://images.amazon.com/images/P/0886777739.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0886777739.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0886777739.01.LZZZZZZZ.jpg	
6436	0886774004	Arrow's Fall (The Heralds of Valdemar, Book 3)	Mercedes Lackey	1996	Daw Books	http://images.amazon.com/images/P/0886774004.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0886774004.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0886774004.01.LZZZZZZZ.jpg	
6437	0886773776	Arrow's Flight (The Heralds of Valdemar, Book 2)	Mercedes Lackey	1987	Daw Books	http://images.amazon.com/images/P/0886773776.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0886773776.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0886773776.01.LZZZZZZZ.jpg	
6438	0671701843	CHESSERCIZES:  NEW WINNING TECHNIQUES FOR PLAYERS OF ALL LEVELS	Bruce Pandolfini	1991	Fireside	http://images.amazon.com/images/P/0671701843.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0671701843.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0671701843.01.LZZZZZZZ.jpg	
6439	0812533313	The Worthing Saga	Orson Scott Card	1992	Tor Books	http://images.amazon.com/images/P/0812533313.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0812533313.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0812533313.01.LZZZZZZZ.jpg	
6440	0812533577	Wyrms	Orson Scott Card	1988	Tor Books	http://images.amazon.com/images/P/0812533577.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0812533577.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0812533577.01.LZZZZZZZ.jpg	
6441	0812500865	The Folk of the Fringe	Orson Scott Card	1994	Tor Books (Mm)	http://images.amazon.com/images/P/0812500865.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0812500865.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0812500865.01.LZZZZZZZ.jpg	
6442	0812521358	Hart's Hope	Orson Scott Card	1988	Tor Books	http://images.amazon.com/images/P/0812521358.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0812521358.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0812521358.01.LZZZZZZZ.jpg	
6443	0812532635	The Ships of Earth : Homecoming: Volume 3 (Homecoming Saga)	Orson Scott Card	1995	Tor Science Fiction	http://images.amazon.com/images/P/0812532635.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0812532635.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0812532635.01.LZZZZZZZ.jpg	
6444	0886776589	Beyond Ragnarok (Renshai Chronicles, Vol 1)	Mickey Zucker Reichert	1995	Daw Books	http://images.amazon.com/images/P/0886776589.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0886776589.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0886776589.01.LZZZZZZZ.jpg	
6445	0380775123	Tiger Burning Bright	Marion Zimmer Bradley	1996	Eos	http://images.amazon.com/images/P/0380775123.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0380775123.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0380775123.01.LZZZZZZZ.jpg	
6446	0061020427	Sword and Shadow (Sword in Exile, Book 3)	Ann Marston	2000	Eos (HarperCollins)	http://images.amazon.com/images/P/0061020427.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0061020427.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0061020427.01.LZZZZZZZ.jpg	
6447	0451459423	The House of Gaian	Anne Bishop	2003	Roc	http://images.amazon.com/images/P/0451459423.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0451459423.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0451459423.01.LZZZZZZZ.jpg	
6448	0746030517	Usborne Living World Encyclopedia (Usborne Encyclopedia)	Emma Speare	1999	E.D.C. Publishing	http://images.amazon.com/images/P/0746030517.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0746030517.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0746030517.01.LZZZZZZZ.jpg	
6449	0894716174	The Baby Games: The Joyful Guide to Child's Play from Birth to Three Years	Elaine Martin	1988	Running Press Book Publishers	http://images.amazon.com/images/P/0894716174.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0894716174.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0894716174.01.LZZZZZZZ.jpg	
6450	0764550039	Chess for Dummies	James  Eade	1996	For Dummies	http://images.amazon.com/images/P/0764550039.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0764550039.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0764550039.01.LZZZZZZZ.jpg	
6451	0060248025	Falling Up	Shel Silverstein	1996	HarperCollins	http://images.amazon.com/images/P/0060248025.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0060248025.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0060248025.01.LZZZZZZZ.jpg	
6452	0880887575	Flowers for My Friend (Peter Pauper Petite Ser)	Christina M. Anello	1992	Peter Pauper Press	http://images.amazon.com/images/P/0880887575.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0880887575.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0880887575.01.LZZZZZZZ.jpg	
6453	0793800153	Your First Parakeet	J. E. Lohr	1996	TFH Publications	http://images.amazon.com/images/P/0793800153.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0793800153.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0793800153.01.LZZZZZZZ.jpg	
6454	0515136379	Key of Knowledge (Key Trilogy (Paperback))	Nora Roberts	2003	Jove Books	http://images.amazon.com/images/P/0515136379.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0515136379.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0515136379.01.LZZZZZZZ.jpg	
6455	0515136530	Key of Valor (Roberts, Nora. Key Trilogy, 3.)	Nora Roberts	2003	Jove Pubns	http://images.amazon.com/images/P/0515136530.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0515136530.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0515136530.01.LZZZZZZZ.jpg	
6456	0553288202	The Fall of Hyperion	Dan Simmons	1991	Bantam	http://images.amazon.com/images/P/0553288202.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0553288202.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0553288202.01.LZZZZZZZ.jpg	
6457	0812545990	Starfarers	Poul Anderson	1999	Tor Books	http://images.amazon.com/images/P/0812545990.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0812545990.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0812545990.01.LZZZZZZZ.jpg	
6458	051513628X	Key of Light (Key Trilogy (Paperback))	Nora Roberts	2003	Jove Books	http://images.amazon.com/images/P/051513628X.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/051513628X.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/051513628X.01.LZZZZZZZ.jpg	
6459	0912500522	Mothering Your Nursing Toddler	Norma J. Bumgarner	2000	La Leche League International	http://images.amazon.com/images/P/0912500522.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0912500522.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0912500522.01.LZZZZZZZ.jpg	
6460	0486275728	Irish Fairy Tales (Children's Thrift Classics)	Philip Smith	1993	Dover Publications	http://images.amazon.com/images/P/0486275728.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0486275728.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0486275728.01.LZZZZZZZ.jpg	
6461	0895779129	Foods That Harm, Foods That Heal:  An A - Z Guide to Safe and Healthy Eating	Reader's Digest	1997	Readers Digest	http://images.amazon.com/images/P/0895779129.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0895779129.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0895779129.01.LZZZZZZZ.jpg	
6462	0671027441	Natural Family Living : The Mothering Magazine Guide to Parenting	Peggy O'Mara	2000	Atria	http://images.amazon.com/images/P/0671027441.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0671027441.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0671027441.01.LZZZZZZZ.jpg	
6463	0590956159	In the Time of Dinosaurs (Animorphs Megamorphs, 2)	Katherine Applegate	1998	Apple	http://images.amazon.com/images/P/0590956159.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0590956159.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0590956159.01.LZZZZZZZ.jpg	
6464	0590010891	Star Wars Episode I: The Phantom Menace	Patricia C. Wrede	1999	Scholastic	http://images.amazon.com/images/P/0590010891.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0590010891.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0590010891.01.LZZZZZZZ.jpg	
6465	0142302163	The Ghost Sitter	Peni R. Griffin	2002	Puffin Books	http://images.amazon.com/images/P/0142302163.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0142302163.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0142302163.01.LZZZZZZZ.jpg	
6466	1565111575	Return of the Jedi: The Original Radio Drama	Anthony Daniels	1996	Highbridge Audio	http://images.amazon.com/images/P/1565111575.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/1565111575.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/1565111575.01.LZZZZZZZ.jpg	
6467	0451125452	Salem's Lot	Stephen King	1979	Signet Book	http://images.amazon.com/images/P/0451125452.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0451125452.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0451125452.01.LZZZZZZZ.jpg	
6468	0451149513	It	Stephen King	1987	New Amer Library	http://images.amazon.com/images/P/0451149513.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0451149513.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0451149513.01.LZZZZZZZ.jpg	
6469	037328960X	Outlaw Love  (Debut Author) (Harlequin Historicals, No 360)	Judith Stacy	1997	Harlequin	http://images.amazon.com/images/P/037328960X.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/037328960X.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/037328960X.01.LZZZZZZZ.jpg	
6470	093317490X	The Yucatan: A Guide to the Land of Maya Mysteries Plus Sacred Sites at Belize, Tikal &amp	 Copan (Tetra)	Antoinette May	1993	Wide World Publishing	http://images.amazon.com/images/P/093317490X.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/093317490X.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/093317490X.01.LZZZZZZZ.jpg	
6471	1572970944	Quantum Leap: The Novel (Quantum Leap)	Ashley McConnell	1992	Berkley Publishing Group	http://images.amazon.com/images/P/1572970944.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/1572970944.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/1572970944.01.LZZZZZZZ.jpg	
6472	0679805265	Long Shot (Three Investigators Crimebusters (Paperback))	Megan Stine	1993	Random House Children's Books	http://images.amazon.com/images/P/0679805265.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0679805265.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0679805265.01.LZZZZZZZ.jpg	
6473	0590880780	Them (Remnants, 3)	K. A. Applegate	2001	Scholastic	http://images.amazon.com/images/P/0590880780.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0590880780.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0590880780.01.LZZZZZZZ.jpg	
6474	097089726x	Jasper	Michelle Groce	2003	Novello Festival Press	http://images.amazon.com/images/P/097089726X.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/097089726X.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/097089726X.01.LZZZZZZZ.jpg	
6475	0451191579	Rebound: The Odyssey of Michael Jordan	Bob Greene	1996	Signet Book	http://images.amazon.com/images/P/0451191579.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0451191579.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0451191579.01.LZZZZZZZ.jpg	
6476	0553073273	Heir to the Empire (Star Wars, Vol. 1)	Timothy Zahn	1991	Bantam	http://images.amazon.com/images/P/0553073273.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0553073273.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0553073273.01.LZZZZZZZ.jpg	
6477	038513097x	Mary Frampton and friends rock and roll recipes	Mary Frampton	1980	Anchor Books	http://images.amazon.com/images/P/038513097X.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/038513097X.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/038513097X.01.LZZZZZZZ.jpg	
6478	0886774829	Stronghold (Dragon Star, Book 1)	Melanie Rawn	1994	Daw Books	http://images.amazon.com/images/P/0886774829.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0886774829.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0886774829.01.LZZZZZZZ.jpg	
